ID,LotArea,TotalBsmtSF,GarageCars,AGE,TotalArea,SalePrice
742,7252,858,2,27,858,134900
743,8885,864,2,23,902,131000
744,9187,1084,2,24,1080,134000
745,12327,1496,2,26,2132,316600
746,14100,728,3,73,3447,381000
747,5700,572,1,82,1111,116900
748,8314,816,1,25,816,124500
749,6600,816,1,26,816,130500
750,16669,1686,2,25,1707,228000
751,12546,1440,2,26,1440,182900
752,12090,1422,2,27,1422,175500
753,6000,649,1,59,1183,120000
754,7990,924,1,33,924,110000
755,10970,940,2,30,1026,147000
756,9758,950,1,36,950,119500
757,7804,1122,2,81,1981,135000
758,50271,1842,3,25,1842,385000
759,9600,2524,2,28,2524,278000
760,14115,1372,2,29,1472,187500
761,7200,936,2,27,936,140000
762,10240,1686,2,26,1686,207500
763,8400,650,2,30,1564,171000
764,1300,561,2,29,1229,124000
765,10762,626,1,29,1217,120000
766,7500,698,2,90,1128,68400
767,1950,716,2,28,1556,151000
768,12735,864,2,36,864,111250
769,7200,864,2,57,864,129000
770,7700,882,2,35,882,112500
771,8012,923,1,30,923,143000
772,7763,931,2,46,1283,140000
773,6979,1056,2,30,1056,144000
774,10125,1196,2,31,1279,171500
775,7018,1086,2,30,1224,153337
776,11584,539,2,28,1725,197000
777,7018,0,2,30,1535,118964
778,7018,0,2,30,1535,118858
779,14762,0,2,58,2267,169000
780,7018,0,2,30,2240,142953
781,6060,732,1,68,1123,100000
782,9000,780,1,70,1375,141000
783,7800,828,1,41,965,119900
784,7340,858,1,36,858,110000
785,7892,918,1,31,918,99500
786,7032,943,2,27,943,135960
787,10530,981,2,36,981,143250
788,23595,1332,2,31,1524,260000
789,17043,1362,2,30,1586,181000
790,11616,672,2,32,1386,158900
791,10395,1032,2,29,1032,148000
792,11880,1271,2,31,1601,157000
793,7844,672,2,28,1400,149500
794,16692,1392,2,28,2784,250000
795,13175,1542,2,32,2073,210000
796,9101,1097,2,31,1110,165500
797,11184,918,2,31,1683,172500
798,7000,864,1,31,864,136500
799,8471,506,2,29,1212,151000
800,8930,0,2,32,1902,112000
801,2289,855,2,31,1441,148500
802,2280,855,2,32,1456,146000
803,8405,861,1,108,1367,119000
804,6240,884,1,76,1367,127500
805,7540,888,2,29,912,156000
806,7264,952,2,84,1548,205000
807,9286,1268,1,32,1268,143500
808,16157,1360,2,29,1432,194000
809,11275,854,2,75,1991,220000
810,11751,1844,2,33,1844,190000
811,12984,1430,2,29,1647,217500
812,12227,1330,2,31,2872,272000
813,9650,1350,2,32,1334,167900
814,8400,0,2,30,2020,144000
815,10005,1160,2,31,2022,192000
816,7200,1041,1,33,1125,125000
817,8385,985,1,31,985,149900
818,11900,1386,2,32,1411,82500
819,9230,864,2,41,1200,146000
820,10900,689,1,33,1392,161750
821,8197,660,2,30,1285,143500
822,7950,690,2,32,1426,159500
823,16635,1602,2,32,1602,215000
824,10530,975,2,29,1004,135000
825,16659,795,2,29,2263,235000
826,10603,1610,2,33,1610,205000
827,18890,1361,2,30,2620,190000
828,10125,0,2,32,1734,126000
829,2665,757,1,29,1475,127000
830,11952,808,2,30,1969,190000
831,9200,938,1,33,938,130250
832,10998,984,2,68,1604,117000
833,10434,1005,2,54,1005,115000
834,8800,1040,2,32,1040,150500
835,7420,1057,2,45,1057,132000
836,4043,1069,2,31,1069,140000
837,4043,1069,2,33,1069,127500
838,4928,1078,2,31,958,128000
839,9880,1096,1,31,1118,171000
840,15611,1126,2,31,1126,175000
841,17400,1126,2,29,1126,160000
842,11250,1208,2,29,1208,165000
843,9819,1567,2,32,1567,196000
844,10480,803,2,32,1964,205000
845,9600,528,2,31,1855,187000
846,12328,1012,3,34,1034,169900
847,12046,848,2,31,2030,195000
848,13517,725,2,34,1479,130500
849,12384,793,2,31,1935,197900
850,10400,1090,2,33,1370,152000
851,11500,1680,2,31,1680,136905
852,11361,1193,2,32,1523,180000
853,18800,796,2,30,1574,190000
854,10304,780,2,33,1868,197500
855,2665,264,1,32,1304,115000
856,2592,536,1,34,1112,85000
857,2308,804,2,31,1548,155000
858,10140,832,2,30,1664,162900
859,2280,855,2,33,1456,148500
860,10650,894,1,34,894,128200
861,10780,911,2,30,954,132500
862,4928,958,2,33,958,143750
863,7819,1029,2,34,1117,107000
864,11333,1029,2,31,1062,146800
865,4224,1040,2,31,1060,129900
866,6000,1103,2,81,1103,110500
867,4224,1142,2,31,1142,134000
868,9600,1262,2,31,1262,181500
869,10768,1437,2,31,1437,218000
870,15498,1565,2,32,2898,287000
871,9297,1728,2,30,1728,188000
872,12640,1728,2,30,1728,150900
873,32668,2035,2,50,2515,200624
874,32463,1249,4,46,1622,168000
875,11475,713,2,31,1552,179900
876,9800,894,2,34,894,149900
877,10356,969,2,32,969,122000
878,10140,1056,2,31,1074,153500
879,10010,1389,2,32,1389,170000
880,16647,1390,2,32,1701,171000
881,70761,1533,2,31,1533,280000
882,9120,901,2,34,1876,185000
883,10140,1064,2,35,1350,165000
884,10140,1040,2,32,1309,181000
885,10625,1053,2,36,1173,170000
886,8892,1065,2,47,1065,126500
887,11235,1051,2,43,1382,148000
888,7200,768,1,37,768,133900
889,2308,855,2,35,1322,147000
890,8294,858,4,36,872,123000
891,13350,864,2,32,894,142500
892,9000,864,2,36,864,120500
893,8521,912,1,43,912,125000
894,5500,926,2,81,926,130000
895,6000,936,2,56,936,93000
896,7388,1063,2,48,1327,150750
897,10012,1138,2,36,1181,137500
898,17542,1192,2,33,2167,294000
899,10800,1522,2,34,2614,240000
900,13651,2223,2,34,2223,244000
901,9246,1656,2,35,1656,135000
902,1953,483,1,33,987,83000
903,9600,1242,2,34,1242,175500
904,1890,672,1,34,1218,113000
905,10382,1107,2,36,2090,200000
906,1680,483,1,35,987,100000
907,8750,1002,2,39,1002,148500
908,1596,462,1,36,988,91000
909,1974,546,1,37,1092,83500
910,7200,780,1,36,780,124900
911,8450,894,1,45,894,138500
912,3964,942,2,33,2521,151400
913,10000,1176,2,35,1178,157000
914,1680,483,1,37,987,118000
915,10448,689,2,37,2119,158000
916,1680,483,1,34,987,94500
917,10400,732,2,34,1790,165150
918,1680,672,1,34,1218,118000
919,1680,630,1,37,1302,119500
920,7472,725,2,35,1479,184000
921,12936,723,2,37,1395,162000
922,15523,864,1,37,864,133500
923,9353,864,1,36,864,116050
924,9560,864,1,34,864,128500
925,8731,915,2,87,1167,144000
926,9360,1161,2,38,1381,197500
927,13860,1952,2,37,2704,345000
928,1680,483,1,37,987,89500
929,1680,525,1,39,1092,88000
930,1920,765,2,36,1365,122500
931,115149,1643,2,36,1824,302000
932,14803,825,2,35,1993,190000
933,1680,483,1,37,987,85400
934,11040,1258,2,37,1258,145000
935,10500,372,1,36,1109,139000
936,8816,1010,2,39,1052,155000
937,7200,560,2,73,1135,155000
938,11340,777,2,125,2290,122500
939,12537,1078,2,39,1078,149900
940,12243,1484,2,36,1484,175000
941,11717,1442,2,39,1442,185000
942,2368,765,2,39,1365,125000
943,2016,630,2,37,1302,106000
944,10400,1304,2,38,1682,174000
945,19900,1947,2,40,2207,180000
946,11241,1004,2,40,1004,149000
947,9873,960,2,36,960,129000
948,2001,546,1,37,1092,75000
949,9819,882,1,43,900,122000
950,2217,546,1,39,1092,88000
951,1526,630,1,39,630,86000
952,1477,630,1,39,630,80000
953,15863,824,2,89,2685,197000
954,10800,954,2,106,2414,160000
955,9503,1024,1,49,1344,144000
956,10800,1120,2,86,1130,120000
957,12925,1205,2,38,2117,237500
958,10628,1277,2,37,1277,167000
959,12155,1657,2,37,1657,163500
960,15865,2217,2,37,2217,268000
961,11643,1248,4,40,2634,200000
962,16381,1844,2,37,1844,223000
963,10793,780,2,38,1620,152000
964,11075,784,2,39,1968,172000
965,11606,1040,2,38,2080,135000
966,9600,1164,2,37,1164,140000
967,9364,663,1,41,1352,158000
968,9638,804,1,91,2447,169000
969,21453,938,2,37,988,180000
970,11075,952,2,39,2112,206900
971,9920,971,1,37,971,128500
972,7930,1026,2,40,1026,156000
973,9750,1054,2,39,1054,151000
974,15870,1096,1,37,1096,138800
975,12900,1198,2,39,1258,108959
976,13000,896,1,41,2142,193500
977,11700,708,2,38,1416,179900
978,11700,702,2,39,1743,175000
979,9900,832,2,40,1978,176000
980,11029,1054,2,38,2654,250000
981,13560,1392,2,41,1392,110000
982,11553,1051,1,38,1159,158000
983,8400,1052,1,38,1052,138500
984,10192,570,2,38,1920,170000
985,11475,1584,3,51,1776,110000
986,11700,727,2,41,1556,154000
987,4500,793,1,77,1520,159434
988,9858,864,1,41,874,130000
989,8724,894,2,39,894,129000
990,8978,948,1,39,948,108000
991,8250,952,1,40,1211,134000
992,8712,992,1,52,1306,153000
993,8450,1056,1,42,1056,142000
994,8246,1060,1,42,1060,154000
995,5400,1073,1,85,1073,108480
996,25095,1437,1,41,1473,143000
997,10335,1461,2,38,1721,180000
998,9937,1486,2,45,1486,167000
999,9156,1489,2,41,1489,185750
1000,20781,1568,2,38,2156,262500
1001,11160,2110,2,42,2110,244000
1002,17871,1680,2,42,1724,197900
1003,10355,1214,1,40,1214,143000
1004,7800,864,1,42,899,130000
1005,6173,876,1,40,902,125500
1006,7150,892,1,42,892,100000
1007,10791,0,2,39,1296,90000
1008,7200,0,1,55,827,107500
1009,5400,840,1,89,1374,105000
1010,7838,864,1,39,900,123000
1011,9764,894,2,41,894,130000
1012,9750,980,1,39,980,135500
1013,28698,1013,2,42,2126,185000
1014,9790,1372,2,42,1342,161500
1015,8944,1584,3,42,1584,124000
1016,25000,1632,2,40,1632,143000
1017,13400,1024,2,40,1086,159950
1018,7700,756,2,44,1839,155000
1019,14200,924,2,40,2157,226000
1020,7590,660,2,40,1348,155000
1021,9130,800,2,42,1632,173000
1022,11000,1154,2,43,1154,154000
1023,9020,1127,2,42,1165,174900
1024,12205,832,2,41,2087,187500
1025,11777,1164,2,40,1320,164500
1026,9477,864,1,42,892,110000
1027,7162,876,1,42,904,109900
1028,10440,440,2,99,1230,110000
1029,7740,622,2,100,1363,125500
1030,19690,697,2,40,2201,274970
1031,6900,740,1,68,778,120500
1032,57200,747,2,62,1687,160000
1033,7094,894,1,41,894,125000
1034,7742,955,1,41,955,127000
1035,8900,1056,1,40,1056,107000
1036,8544,1228,1,42,1228,149350
1037,16492,1517,2,44,1888,190000
1038,13700,864,2,43,1820,201800
1039,13600,768,2,44,1986,205000
1040,10289,1073,2,42,1073,156000
1041,13526,935,1,41,935,137000
1042,18450,1021,2,42,2380,129000
1043,8658,1088,2,41,1324,160000
1044,10921,960,1,42,960,94750
1045,10246,648,1,41,960,145000
1046,5232,680,2,83,764,73000
1047,9738,784,1,82,1221,104900
1048,8281,864,1,44,864,62383
1049,9100,925,1,44,925,117500
1050,11625,1039,2,45,1039,131500
1051,11200,1040,1,43,1040,129500
1052,9200,1136,1,43,1136,140000
1053,6911,1145,2,85,1301,100000
1054,9170,1214,2,42,1214,140000
1055,9350,1219,2,43,1265,179900
1056,9937,1256,1,43,1256,147500
1057,164660,1499,2,43,1786,228950
1058,215245,2136,2,44,2036,375000
1059,36500,1624,2,42,1582,190000
1060,8800,1251,1,42,1251,160000
1061,9760,780,2,44,1611,167900
1062,9760,822,2,43,1851,187000
1063,9500,816,2,43,1977,165000
1064,10175,1425,2,44,1425,180500
1065,8250,1092,2,44,1092,145000
1066,9020,1248,2,44,1350,168500
1067,10004,1516,2,45,1516,167000
1068,12095,1127,2,45,1445,158000
1069,9350,1302,1,43,1302,158000
1070,14112,1152,2,46,1152,180500
1071,10690,672,1,89,1344,147000
1072,8712,859,1,110,1178,102776
1073,9100,864,2,48,864,129900
1074,8593,907,1,51,907,109008
1075,7800,912,1,42,912,115000
1076,7931,1269,1,48,1269,155000
1077,9790,1328,2,47,1328,143000
1078,7056,780,2,45,1796,140000
1079,9100,1728,2,43,1728,125000
1080,9500,1394,2,46,1394,159000
1081,35133,1572,3,44,1572,186700
1082,8800,936,2,47,1054,137500
1083,8700,1120,2,45,1128,155000
1084,9945,988,2,46,988,128500
1085,8472,816,2,47,816,110000
1086,8235,825,2,53,825,125000
1087,7758,999,1,45,999,132500
1088,7500,1040,1,47,1040,133000
1089,8414,1059,1,43,1068,154500
1090,25286,1064,2,44,1040,132250
1091,8820,1088,2,119,1749,124900
1092,8816,1121,2,46,1121,139000
1093,9247,858,2,46,1716,171000
1094,9150,1099,1,46,1431,165000
1095,7590,864,1,45,1812,169500
1096,10000,1116,2,48,1116,160000
1097,8400,1319,2,46,1537,174000
1098,26142,1188,1,48,1188,157900
1099,7728,1106,2,44,1190,132500
1100,11616,1092,1,47,1092,139000
1101,9842,0,2,45,1224,101800
1102,7134,384,2,52,1360,130000
1103,6240,780,2,84,848,103000
1104,7227,832,2,54,832,105500
1105,6600,894,1,47,894,109500
1106,12968,912,1,46,912,144000
1107,6768,912,1,47,912,142000
1108,9786,912,2,44,1734,159000
1109,10930,913,1,63,1558,140000
1110,10205,925,1,44,999,134500
1111,6897,1040,1,48,1040,127000
1112,13673,1140,1,45,1696,143900
1113,9204,1144,1,45,1144,124000
1114,10197,1362,2,47,1362,163000
1115,11275,710,2,43,2978,242000
1116,12122,944,2,47,999,178400
1117,8500,1235,2,45,1235,98600
1118,7943,1029,1,46,1029,118500
1119,7875,1144,2,47,1144,139950
1120,10800,686,1,95,1652,139000
1121,10267,816,1,90,838,130000
1122,12342,861,2,69,861,82500
1123,10000,864,1,48,1144,131400
1124,6993,912,1,45,1236,135000
1125,6970,1040,2,46,1120,129000
1126,10659,1050,1,45,1050,136500
1127,11600,1105,2,50,2274,154300
1128,9300,1268,2,50,1264,167500
1129,10721,1252,2,49,1252,142000
1130,10920,1253,1,48,1253,157000
1131,11600,1383,1,46,1383,145250
1132,31770,1080,2,50,1656,215000
1133,14585,1144,2,47,1429,181900
1134,21750,0,2,49,1771,115000
1135,7000,1010,1,47,1134,135000
1136,17600,1478,2,49,1478,157500
1137,27650,585,2,48,2069,242000
1138,15576,840,1,93,1680,177000
1139,6000,884,1,84,1348,117000
1140,10120,925,1,97,1889,122000
1141,12772,958,1,47,958,151500
1142,12342,978,1,47,1422,139900
1143,7910,1075,1,48,1507,127000
1144,12493,1100,1,48,1100,141000
1145,13500,1602,2,48,1252,235000
1146,8760,1194,1,51,1194,148000
1147,7332,864,1,47,864,120000
1148,12160,1188,2,51,1188,142000
1149,9600,1041,1,50,1041,124500
1150,17755,1466,2,47,1466,149900
1151,8163,1144,1,47,1144,143000
1152,11512,1019,1,49,1357,177000
1153,10007,1053,1,49,1053,145500
1154,8339,0,1,48,882,106500
1155,7560,1040,1,47,1040,133700
1156,7931,1148,1,50,1148,132500
1157,7945,1150,1,47,1150,141000
1158,7500,1246,1,51,1246,154000
1159,16905,1350,1,48,1328,170000
1160,10552,1398,2,51,1700,165500
1161,15602,1501,2,51,1801,289000
1162,17500,1902,2,51,1902,335000
1163,14375,819,2,51,1344,137500
1164,159000,1444,2,49,2144,277000
1165,9750,1442,1,49,1442,157900
1166,9600,1240,1,51,1632,139000
1167,11344,874,1,49,1524,144000
1168,12400,1215,1,51,1215,155000
1169,9464,1080,1,50,1080,136000
1170,6930,1062,1,48,1352,130000
1171,10382,588,1,48,1095,140000
1172,10482,588,1,49,1138,145000
1173,10150,912,1,49,912,114500
1174,9000,480,1,57,480,35311
1175,13825,533,1,50,1601,140000
1176,8877,816,1,71,816,100000
1177,7535,912,1,49,912,120000
1178,8172,941,1,54,1470,135000
1179,7560,1029,1,51,1339,139000
1180,13650,1052,2,48,1920,172500
1181,8176,1056,1,49,1056,139000
1182,9120,1261,2,50,1261,163000
1183,9571,1276,1,51,1276,60000
1184,11900,1392,2,51,1392,166000
1185,11341,1392,2,53,1392,121500
1186,8562,1216,1,53,1526,144500
1187,14442,1477,2,50,1839,257500
1188,9060,0,1,50,1340,120000
1189,13125,1134,2,49,1803,155000
1190,10011,1070,1,49,1236,134450
1191,11500,0,1,52,845,84000
1192,7100,816,1,49,816,129900
1193,8172,864,2,51,864,115000
1194,7407,912,2,53,1236,149700
1195,9439,912,1,77,1248,87000
1196,6000,928,1,51,928,112500
1197,14850,1092,1,49,1092,141000
1198,11250,1104,1,52,1788,161500
1199,4800,1196,2,91,1196,109900
1200,11988,1244,1,50,1244,150000
1201,8400,1314,1,53,1314,145000
1202,8400,1478,2,52,1478,156500
1203,16321,1484,1,49,1600,207500
1204,10152,1048,1,51,1048,135000
1205,9000,1196,1,52,1196,139000
1206,7200,0,2,60,1040,90000
1207,10206,0,2,57,944,82000
1208,12702,0,1,52,882,97000
1209,8926,672,1,53,960,112000
1210,13300,928,1,51,928,132000
1211,5868,936,1,54,936,129000
1212,8190,948,1,53,948,119000
1213,8475,952,1,52,952,135750
1214,7200,1022,1,99,1022,85000
1215,9600,1050,1,53,1050,128900
1216,14115,1073,2,50,1811,230000
1217,17140,1134,1,53,1229,135000
1218,9571,1144,1,54,1144,129000
1219,9855,1436,2,53,1689,127500
1220,9600,1156,1,55,1520,153000
1221,7390,1098,1,53,1098,135000
1222,13680,0,2,54,1733,139600
1223,6627,0,1,59,720,72500
1224,8248,686,1,88,1250,116000
1225,16466,816,1,53,1393,135500
1226,5400,833,1,52,833,117000
1227,9600,992,1,53,1661,165500
1228,34650,1056,2,51,1056,145000
1229,5820,1162,1,51,1163,126175
1230,21780,1163,2,90,1674,185000
1231,10708,1617,1,54,1867,190000
1232,17920,1763,2,51,1779,170000
1233,8532,1297,2,55,1297,153000
1234,12150,1050,1,54,1795,131500
1235,7800,1268,1,56,1268,132000
1236,10215,864,1,53,948,111000
1237,9920,1056,1,56,1063,128000
1238,10800,641,1,122,1047,100000
1239,8910,655,2,47,1194,159500
1240,7585,810,1,58,1456,91500
1241,6000,811,1,55,1387,93000
1242,6000,901,1,54,901,107900
1243,9000,936,1,52,1128,118000
1244,21750,988,2,54,988,113000
1245,9525,994,1,52,1855,136900
1246,11425,1008,1,52,1008,137000
1247,9250,1056,1,53,1056,139400
1248,53227,1364,2,54,1663,256000
1249,11310,1367,2,52,1375,140000
1250,13284,1383,1,54,1383,165000
1251,39104,1385,2,54,1363,241500
1252,9600,1416,2,56,1644,167000
1253,10452,1094,2,55,1094,155000
1254,21000,1809,2,54,2259,217000
1255,5825,600,2,80,747,79900
1256,12160,1505,2,56,1505,149500
1257,15750,1165,1,53,1336,157000
1258,8892,105,2,55,910,116000
1259,10634,608,1,56,1319,123000
1260,7677,773,1,55,773,110000
1261,8923,1008,1,54,1008,134500
1262,7922,1057,1,57,1057,109000
1263,15593,1304,2,53,2287,225000
1264,7596,960,2,57,1960,124500
1265,8712,540,2,58,1044,55993
1266,6420,980,1,54,1148,123500
1267,7758,1040,1,76,1818,169500
1268,14559,1008,1,58,1363,164900
1269,10680,2136,2,55,2136,137900
1270,7200,803,1,68,1360,125500
1271,8877,836,2,55,1220,102000
1272,19138,864,2,59,864,141000
1273,7015,709,1,59,1203,110000
1274,7200,0,2,58,1048,98300
1275,7200,0,2,56,1040,109900
1276,7200,0,2,56,1040,109500
1277,5310,485,1,96,1635,117000
1278,11767,560,1,97,1346,112000
1279,8400,721,1,59,841,82000
1280,9600,735,2,91,2058,129500
1281,9000,784,2,81,784,76000
1282,10800,796,2,70,1466,170000
1283,9600,856,1,59,1668,140000
1284,7200,876,1,57,988,119000
1285,13710,910,1,57,1558,152000
1286,8280,932,1,57,932,124000
1287,5000,1004,2,59,1664,159000
1288,9600,1032,1,58,1252,119000
1289,8737,1065,2,84,1635,210000
1290,9717,1078,1,60,1078,142125
1291,14000,1092,1,59,1152,158500
1292,9600,1113,1,59,1113,147000
1293,10880,1164,1,58,1164,125000
1294,12615,1202,2,57,2158,243000
1295,7200,1208,1,59,1904,138000
1296,11700,1240,4,129,2640,265979
1297,8544,0,2,57,1040,87500
1298,10496,1040,1,58,1846,143000
1299,8544,0,2,56,1040,93500
1300,8741,735,1,65,1487,113000
1301,11409,768,1,60,1716,131000
1302,12144,832,1,60,1036,133000
1303,12665,876,3,93,1416,153900
1304,6270,1001,3,58,2002,145000
1305,11345,928,2,59,1920,137000
1306,11664,1082,1,59,1082,119200
1307,8635,672,1,60,1285,127000
1308,21286,720,1,60,1271,135000
1309,3500,720,1,62,1284,110000
1310,6000,789,1,60,789,115000
1311,7800,896,1,58,2008,225000
1312,17503,912,1,62,1458,97500
1313,12000,924,2,60,1122,147000
1314,8000,972,1,61,972,132000
1315,8100,1559,2,59,1559,153500
1316,3378,651,1,63,1389,135000
1317,8480,832,1,61,1216,118500
1318,7136,979,2,61,1958,145000
1319,11100,0,1,64,930,84900
1320,4712,747,1,60,1230,121600
1321,11767,768,1,62,1200,130500
1322,8405,0,1,64,1529,98000
1323,13600,662,2,107,2337,90000
1324,4608,747,1,65,747,80000
1325,7259,1028,1,62,2320,259500
1326,9480,728,1,65,1644,146500
1327,7500,771,1,67,1494,177500
1328,9084,616,1,67,1111,95000
1329,9340,672,1,68,672,113000
1330,12180,672,1,69,924,80000
1331,5720,676,1,68,1131,66500
1332,12000,704,1,68,1564,174500
1333,5000,720,2,66,803,87000
1334,9492,768,1,66,1376,105000
1335,9490,806,1,65,1578,133000
1336,7128,918,1,66,1646,164000
1337,9042,1152,1,69,2340,266500
1338,7200,788,1,70,804,119000
1339,5000,540,1,106,1440,79000
1340,10200,672,1,68,672,108000
1341,9906,686,1,81,1328,107000
1342,9600,728,1,69,1308,160000
1343,10134,735,1,67,1034,109000
1344,9084,755,1,69,1510,108000
1345,8160,756,1,67,1134,126000
1346,13515,764,2,88,1824,180500
1347,9900,778,1,69,1489,139500
1348,13125,800,1,67,1740,219500
1349,9144,883,1,68,1505,145000
1350,8400,940,1,66,1595,140000
1351,24090,1032,1,70,2403,244400
1352,15660,798,2,69,1954,311500
1353,7200,731,1,70,1768,175000
1354,9060,560,1,70,1258,105000
1355,11988,715,1,74,1660,188700
1356,8400,720,1,69,1772,179500
1357,6000,780,1,70,1412,132500
1358,7800,793,2,67,1118,119900
1359,6435,972,1,67,1577,140200
1360,7420,991,1,69,1077,118000
1361,5784,190,1,71,886,91300
1362,8212,864,1,96,864,58500
1363,6305,920,1,69,954,119750
1364,9000,636,1,126,1750,124000
1365,8600,780,1,69,1376,119500
1366,6000,672,1,73,1324,128000
1367,6240,896,1,70,1344,115000
1368,8765,951,1,70,951,106500
1369,11500,1017,1,70,2057,250000
1370,10480,1064,1,72,1166,115000
1371,7200,530,1,87,1111,101000
1372,6120,884,1,74,1573,133000
1373,8520,968,2,84,968,100000
1374,13728,1127,2,73,2108,235000
1375,12155,672,1,83,1482,140000
1376,12168,965,2,73,3194,359100
1377,6120,939,1,87,1513,137500
1378,5684,813,1,76,813,110000
1379,10570,853,2,75,2727,315000
1380,16560,952,2,74,2345,239000
1381,6120,715,1,78,875,105000
1382,7200,776,1,77,1502,149000
1383,11435,792,2,77,1517,230000
1384,6120,952,2,77,1774,129900
1385,8400,290,1,89,438,60000
1386,7449,637,1,77,1108,139400
1387,9000,650,2,89,1482,143000
1388,6629,672,1,84,1369,103600
1389,3600,684,1,96,1368,114504
1390,11888,844,2,93,2134,214500
1391,9900,1008,1,127,2210,117500
1392,6240,1078,2,78,1573,162900
1393,6000,862,1,79,1158,120000
1394,7558,896,2,81,1913,177000
1395,10800,656,1,80,968,64500
1396,9600,689,2,80,1378,161000
1397,6292,861,1,81,1477,145000
1398,6240,1042,1,78,1576,149000
1399,8960,1008,2,83,1028,115000
1400,10594,768,1,81,789,96500
1401,3950,818,1,83,1224,115000
1402,6000,884,1,83,904,119000
1403,6180,960,1,81,986,102000
1404,5400,1149,1,81,1616,152000
1405,10918,1276,1,83,2080,234000
1406,5100,588,1,83,1666,161000
1407,9600,702,1,82,1472,125000
1408,9600,728,2,81,1641,178000
1409,6120,768,1,81,1015,88000
1410,6292,768,1,78,790,91000
1411,7642,912,1,89,1426,189950
1412,17671,916,2,127,1742,168000
1413,6171,976,1,84,1608,137450
1414,9120,1026,1,83,1820,184000
1415,8400,1181,2,83,1694,136500
1416,7000,617,1,82,1310,112000
1417,9022,768,1,85,792,109500
1418,5000,1026,1,86,1691,127000
1419,10592,602,1,84,1502,165000
1420,11340,1200,1,83,1200,125000
1421,21384,1324,2,86,1576,223500
1422,11600,700,1,84,1180,137500
1423,5436,796,1,88,1154,125500
1424,13053,833,2,85,1848,207000
1425,6380,993,1,84,1048,113000
1426,9786,1007,1,84,1077,91000
1427,6000,616,1,85,616,89000
1428,7681,731,1,88,1343,154900
1429,13360,876,2,88,964,163500
1430,10625,458,1,90,835,83000
1431,6324,520,1,81,520,68500
1432,6402,596,1,89,1192,78000
1433,6155,611,2,88,1362,128000
1434,8500,649,1,88,1317,40000
1435,5400,691,1,87,691,86000
1436,12513,715,1,89,1738,104900
1437,7588,793,1,86,1802,200100
1438,6858,806,1,95,1647,128000
1439,8967,961,1,87,1077,67000
1440,10615,978,2,109,1699,95000
1441,8263,1012,1,87,1012,118400
1442,9600,1095,3,106,1774,87000
1443,10440,1510,2,88,2792,256000
1444,25419,1360,2,88,2720,235000
1445,22420,1370,3,89,2624,239000
1446,4571,624,3,92,1344,98000
1447,10410,660,1,93,1512,135000
1448,8520,714,1,91,2526,136000
1449,8850,815,1,90,1690,144000
1450,8854,952,1,93,952,121000
1451,5790,840,1,95,1605,107400
1452,2500,910,1,94,1826,155000
1453,13132,747,1,92,1784,138887
1454,10800,880,2,92,1768,163000
1455,9600,264,2,97,1432,132000
1456,8100,849,2,111,2138,106000
1457,9142,1020,1,96,1928,137000
1458,45600,907,2,100,2358,240000
1459,10320,756,1,102,1469,135000
1460,7200,1214,2,97,2291,133900
